AtcoCode,CommonName,Latitude,Longitude,Easting,Northing
700000007997,Drumkerragh Road,54.36414113,-5.94234457,333799,348116
700000007998,Drumboy Road,54.3687797,-5.94722152,333467,348623
700000007999,McCormicks Corner,54.3716913,-5.95306272,333078,348936
700000008000,Polands Corner,54.37257235,-5.95574287,332901,349029
700000008001,Crossgar Road,54.37439845,-5.96383981,332369,349217
700000008002,Park Road Crossroads,54.37810913,-5.98147977,331211,349597
700000008003,Dundrum Road,54.37726576,-6.01350441,329133,349444
700000008004,Dundrum Road,54.3773611,-6.01383842,329111,349454
700000008005,Park Road Crossroads,54.37846132,-5.98158562,331203,349636
700000008006,Crossgar Road,54.37451017,-5.96460381,332319,349228
700000008007,Polands Corner,54.37289438,-5.95618856,332871,349064
700000008008,McCormicks Corner,54.37213683,-5.95390237,333022,348984
700000008009,Drumboy Road,54.36886024,-5.94720211,333468,348632
700000008010,Drumkerragh Road,54.36470115,-5.94251659,333786,348178
700000008011,46-51 Drumkeeragh Road,54.35841712,-5.93390773,334366,347495
700000008012,Drumkeeragh Road,54.34827269,-5.92918736,334706,346375
700000008013,Guiness Primary School,54.34016907,-5.92193672,335204,345487
700000008014,Dunmore Road,54.34159935,-5.92098799,335261,345648
700000008015,Mountain Terrace,54.34695976,-5.9145191,335664,346257
700000008016,Dunmore Road,54.35207553,-5.90484604,336276,346845
700000008017,Mount View Road,54.36434852,-5.93554866,334240,348152
700000008018,Magherahamlet Xrds,54.35792908,-5.91597869,335533,347475
700000008019,3-11 Aghamore Walk,54.36490044,-6.65044427,287774,347088
700000008020,Longstone Estate,54.36532705,-6.65003026,287800,347136
700000008021,St Lukes,54.36285767,-6.6549727,287484,346855
700000008022,Harps Gaa Club,54.3580292,-6.65865305,287255,346313
700000008023,City of Armagh High School,54.35716167,-6.65335907,287601,346223
700000008024,Alexander Estate,54.35784278,-6.65159858,287714,346301
700000008025,ACFE Lisanally Road,54.35610848,-6.65076323,287772,346109
700000008026,Southern Regional College Armagh,54.35181385,-6.65396461,287573,345627
700000008027,Southern Regional College Armagh,54.35291672,-6.65457454,287531,345749
700000008028,Ulsterbus Garage,54.35642598,-6.65828997,287282,346135
700000008029,St Patrick's Gillis PS,54.35769622,-6.65860236,287259,346276
700000008030,St Luke's Hospital,54.36305943,-6.65453534,287512,346878
700000008031,Nugent & Gibney,54.3650354,-6.65207067,287668,347101
700000008032,Reillys Rocks,54.37198057,-6.64168726,288328,347887
700000008033,Grange Cottages,54.37892456,-6.63604058,288680,348667
700000008034,Scott's Corner,54.39001277,-6.63381008,288801,349904
700000008035,Ballynick Road,54.39426697,-6.62393837,289433,350390
700000008036,Greggs Mill,54.40211553,-6.61968726,289692,351269
700000008037,Robinsons Corner,54.4042672,-6.61693541,289866,351512
700000008038,McDowells Hill,54.40690835,-6.6145672,290014,351809
700000008039,15-23 Ballygasey Road,54.40823572,-6.60655992,290531,351967
700000008040,15-23 Ballygasey Road,54.40819001,-6.60726994,290485,351961
700000008041,McDowells Hill,54.40743471,-6.61502688,289983,351867
700000008042,Robinsons Corner,54.40418496,-6.61681498,289874,351503
700000008043,Greggs Mill,54.40204263,-6.61959731,289698,351261
700000008044,Ballynick Road,54.39398769,-6.62387074,289438,350359
700000008045,Scott's Corner,54.38952606,-6.63367231,288811,349850
700000008046,Grange Cottages,54.37862009,-6.63612763,288675,348633
700000008047,Mill Row,54.37240473,-6.64105774,288368,347935
700000008051,Orchard Leisure Centre,54.34445469,-6.641042,288429,344824
700000008052,Killuney Drive,54.34735633,-6.63942378,288528,345149
700000008053,Sandown Nursing Home,54.34724822,-6.63621324,288737,345141
700000008054,Orangefield,54.34548298,-6.63424181,288869,344947
700000008055,Jubilee Park,54.33966352,-6.63048319,289126,344304
700000008056,Ardmore,54.33875601,-6.62968309,289180,344204
700000008057,Ardmore Crescent,54.33751243,-6.62777184,289307,344068
700000008058,Ardmore  Avenue,54.33622027,-6.62949068,289198,343922
700000008059,Ardmore  Avenue,54.33768851,-6.63140984,289070,344083
700000008061,Cavanacaw Park,54.33554349,-6.63875306,288597,343835
700000008062,Woodford Drive,54.33312229,-6.63915589,288576,343565
700000008063,Woodford Park,54.33369005,-6.63692336,288720,343631
700000008064,Woodford,54.33201909,-6.63454972,288878,343448
700000008065,Woodford Crescent,54.33098203,-6.63818123,288644,343328
700000008066,Cavanacaw Park,54.3353998,-6.63875781,288597,343819
700000008067,Ashley Park,54.33739255,-6.63939922,288551,344040
700000008068,Armagh Baptist Church,54.33558496,-6.63606121,288772,343843
700000008069,Killeen,54.32741683,-6.61542678,290132,342960
700000008070,Collone,54.31775103,-6.59379111,291561,341912
700000008071,Hilltop,54.31443763,-6.57861455,292556,341563
700000008072,Waughs Crossroads,54.31086959,-6.56334171,293558,341186
700000008073,Ballinaderry Hill,54.31052307,-6.54940237,294466,341166
700000008074,Mullabrack Junction,54.30447875,-6.52807632,295868,340522
700000008075,Newry Street,54.2967284,-6.5209954,296347,339669
700000008076,Main Street,54.29739861,-6.52143219,296317,339743
700000008077,Newry Street,54.29657592,-6.52101623,296346,339652
700000008078,Main Street,54.29736683,-6.52177125,296295,339739
700000008079,Mullaghbrack Junction,54.30435284,-6.52806545,295869,340508
700000008080,Ballinderry Hill,54.31043604,-6.5496359,294451,341156
700000008081,Waughs Crossroads,54.31080793,-6.56571008,293404,341176
700000008082,Hilltop,54.31407514,-6.57835045,292574,341523
700000008083,Collone,54.31798053,-6.59498196,291483,341936
700000008084,Killeen,54.32584407,-6.61303569,290291,342788
700000008085,Edenaveys,54.3304921,-6.62114956,289753,343295
700000008086,Golf Club,54.34529941,-6.64745742,288010,344910
700000008087,Swiss Terrace,54.33981124,-6.64196396,288379,344306
700000008088,Armagh City Hotel,54.34482354,-6.65230161,287696,344851
700000008089,Ring Road,54.34564018,-6.66271647,287017,344929
700000008090,Navan Court,54.34528973,-6.66595717,286807,344886
700000008091,Mullacreevie Estate,54.34422918,-6.66998963,286547,344763
700000008092,Ballyrath Road,54.34565457,-6.68446029,285603,344904
700000008093,Navan Fort Road,54.34510212,-6.69149013,285147,344834
700000008094,Baltarran Road,54.34179688,-6.70909342,284009,344445
700000008095,Navan Fort Road,54.34175867,-6.71815127,283420,344430
700000008096,Cormeen Road,54.34254317,-6.73032049,282627,344503
700000008097,Tonnagh Road,54.34842055,-6.75028548,281317,345134
700000008098,Tonnagh Road,54.35005929,-6.76109357,280611,345304
700000008099,Elm Park Road,54.34923465,-6.76830038,280144,345204
700000008100,Killylea Primary School,54.34815787,-6.77460705,279736,345077
700000008101,Main Street,54.34640274,-6.77605866,279645,344880
700000008102,Taylor Cottages,54.34789165,-6.79636013,278322,345023
700000008103,Manooney Road,54.34867924,-6.80147362,277988,345105
700000008104,Ballymacully Road,54.34718121,-6.81718756,276969,344921
700000008105,Tynan Road (Brick House),54.34400737,-6.82705844,276333,344557
700000008106,Abbey Park,54.3310873,-6.82326034,276604,343123
700000008107,Main Street,54.35154792,-6.83757875,275635,345385
700000008108,Main Street,54.35095055,-6.83711885,275666,345319
700000008109,Brick House,54.34390708,-6.82690753,276343,344546
700000008110,Clontycarty Lane,54.34579797,-6.82180982,276671,344762
700000008111,Ballymacully Road,54.3471499,-6.8167425,276998,344918
700000008112,Foyarr,54.34863586,-6.80162867,277978,345100
700000008113,Killylea Road,54.34782011,-6.79639298,278320,345015
700000008114,Knappagh Road,54.3473813,-6.79203838,278604,344971
700000008115,St Mark's Church,54.34662229,-6.77556004,279677,344905
700000008116,Elm Park Road,54.34920315,-6.76785533,280173,345201
700000008117,Tonnagh Road,54.34997782,-6.7610345,280615,345295
700000008118,Bracknagh Road,54.34765684,-6.74767894,281488,345052
700000008119,Cormeen Road,54.34246364,-6.73044596,282619,344494
700000008120,Navan Fort Road,54.34165302,-6.71835445,283407,344418
700000008121,Summerhill [Killylea Road],54.34189261,-6.70964397,283973,344455
700000008122,Navan Fort,54.34344467,-6.70023078,284582,344639
700000008123,Navan Fort Road,54.34503875,-6.69144601,285150,344827
700000008124,Ballyrath Road,54.34572776,-6.68458097,285595,344912
700000008125,Navan Court,54.34543087,-6.66572194,286822,344902
700000008126,Emania Terrace,54.34578507,-6.66281941,287010,344945
700000008127,Health Centre,54.34471846,-6.65335072,287628,344838
700000008128,Spires Retail Park,54.35557208,-6.65987133,287181,346038
700000008129,Allens Corner [Dark Lane],54.36931609,-6.66945594,286529,347556
700000008130,Drumsill,54.37540973,-6.67293685,286290,348230
700000008131,Allistragh Post Office,54.38452151,-6.67065725,286419,349247
700000008132,McCready's Corner,54.39059787,-6.67012214,286441,349924
700000008133,Moore Island Road,54.39901259,-6.66655479,286655,350865
700000008134,Trainors Corner,54.41297624,-6.6683967,286506,352417
700000008135,Mcgeary's Mushrooms,54.42182801,-6.67351738,286155,353396
700000008136,Armagh Road,54.43726149,-6.68491688,285383,355100
700000008137,Charlemont,54.44299061,-6.68632098,285280,355736
700000008138,Charlemont,54.44292422,-6.68599941,285301,355729
700000008139,Armagh Road,54.43633671,-6.68414509,285435,354998
700000008140,Mcgeary's Mushrooms,54.42164026,-6.67360047,286150,353375
700000008141,Traynors Metals,54.41282898,-6.66807801,286527,352401
700000008142,Kinnego Crossroads,54.40881635,-6.66674493,286622,351956
700000008143,Moore Island Road,54.39980849,-6.66622101,286675,350954
700000008144,McCready's Corner,54.39022288,-6.6703344,286428,349882
700000008145,Allistragh Post Office,54.38400774,-6.67050454,286430,349190
700000008146,Drumsill Hotel,54.375203,-6.67292813,286291,348207
700000008147,Allens Corner(Dark Lane),54.36954384,-6.66974092,286510,347581
700000008148,Spires Retail Park,54.35579951,-6.66012542,287164,346063
700000008149,Cathedral Road,54.35112141,-6.65632499,287421,345547
700000008150,40-48 Callenbridge Road,54.35170033,-6.6721015,286394,345592
700000008151,Mullacreevie Estate,54.34594175,-6.67457847,286245,344948
700000008152,Mullacreevie Shop,54.34436556,-6.672584,286378,344775
700000008153,Irish Street Bridge,54.34393375,-6.65791266,287333,344745
700000008154,3-11 Primates Cottages,54.33776603,-6.65992782,287215,344056
700000008155,Christian Brothers Primary School,54.34245419,-6.65897573,287267,344579
700000008156,O'Hare's Crossroads,54.32107514,-6.66332901,287029,342194
700000008157,Beechhill Crossroads,54.30813183,-6.67418057,286350,340740
700000008158,Girvans Bridge Keady Road,54.29432076,-6.6846382,285698,339190
700000008159,Dundrum Road,54.28670788,-6.68434334,285733,338343
700000008160,Tassagh Orange Hall,54.27505756,-6.68537465,285690,337045
700000008161,Wilson's Garage,54.26760453,-6.68903463,285467,336211
700000008162,Bachelors Walk,54.26611865,-6.68954223,285437,336045
700000008163,Crossmore Green,54.25416481,-6.70072329,284733,334701
700000008164,Armagh Road,54.25099744,-6.70277136,284606,334346
700000008165,Kinelowen Street,54.24892592,-6.70480012,284478,334113
700000008166,Derrynoose Junction,54.23851521,-6.72521886,283168,332930
700000008167,Castleblaney Road,54.22286629,-6.72708092,283078,331186
700000008168,Tievenamara Road,54.21520962,-6.72858874,282995,330332
700000008169,Tievenamara Road,54.19743501,-6.72824575,283053,328354
700000008170,Caledon Line,54.19429579,-6.73215719,282804,328000
700000008171,Border Customs Post,54.18324214,-6.7352985,282621,326766
700000008172,Border Customs Post,54.18321214,-6.73500839,282640,326763
700000008173,Caledon Line,54.19421947,-6.73258853,282776,327991
700000008174,Tievenemara Road,54.197951,-6.72861298,283028,328411
700000008175,Tievenemara Road,54.21645973,-6.7278605,283040,330472
700000008176,Castleblaney Road,54.2232177,-6.72717744,283071,331225
700000008177,Derrynoose Junction,54.23855292,-6.72538641,283157,332934
700000008178,Kinelowen Street,54.24914147,-6.70479336,284478,334137
700000008179,Armagh Road,54.25164079,-6.70244431,284626,334418
700000008180,Crossmore Green,54.25414932,-6.70095393,284718,334699
700000008181,Wilsons Garage,54.2609682,-6.69843761,284868,335461
700000008182,Bachelors Walk,54.26617488,-6.68975532,285423,336051
700000008183,Tassagh Orange Hall,54.27493946,-6.6852556,285698,337032
700000008184,Mckees Corner,54.28675942,-6.68412672,285747,338349
700000008185,Shilling Hill,54.27553521,-6.66669175,286906,337121
700000008186,Tassagh Bridge,54.26497953,-6.66595811,286976,335947
700000008187,Bachelors Walk,54.25702076,-6.6840611,285813,335039
700000008188,Annvale Gardens,54.25391076,-6.69218486,285290,334683
700000008189,Annvale Walk,54.253141,-6.69576888,285058,334593
700000008190,Railway Crescent,54.2527385,-6.70009303,284777,334543
700000008191,Annvale Gardens,54.25423158,-6.69194455,285305,334719
700000008192,Bachelors Walk,54.25650117,-6.68667089,285644,334978
700000008193,Tassagh Bridge,54.26542504,-6.66643486,286944,335996
700000008194,Shilling Hill,54.27595174,-6.66698534,286886,337167
700000008195,Girvans Bridge Keady Road,54.29410108,-6.6850906,285669,339165
700000008196,Beechhill Crossroads,54.30836651,-6.67428057,286343,340766
700000008197,O'Hare's Crossroads,54.32046852,-6.66371752,287005,342126
700000008198,2-10 Primates Cottages,54.33818984,-6.66006779,287205,344103
700000008199,Cregagh Gardens,54.33896965,-6.66233336,287056,344187
700000008200,Umgola Road,54.33797077,-6.66787004,286698,344069
700000008201,Anne Street,54.33487574,-6.6805459,285880,343709
700000008202,Hill Street,54.33353806,-6.68392474,285663,343556
700000008203,Magheraville Road,54.32909147,-6.69058431,285239,343053
700000008204,Milford Cottages,54.32645806,-6.69546361,284927,342754
700000008205,Goland Road,54.31937131,-6.71067165,283952,341947
700000008206,Brootally Crossroads,54.30737109,-6.73211011,282581,340586
700000008207,Farnaloy Road,54.29964437,-6.74323821,281872,339713
700000008208,Dernalea Road,54.29737906,-6.7552417,281095,339447
700000008209,Long Nancy's,54.29304282,-6.77131417,280057,338946
700000008210,Derryhaw Road,54.29630675,-6.78755923,278993,339291
700000008211,Hamiltons Corner,54.29386492,-6.80212922,278049,339003
700000008212,Sherry's Corner,54.28567718,-6.82186797,276779,338070
700000008213,Rathtrillick Road,54.28921401,-6.83451294,275949,338450
700000008214,Main Street,54.29270452,-6.84433551,275303,338828
700000008215,Foyduff,54.27557049,-6.86595393,273926,336898
700000008216,Foyduff,54.27581938,-6.86567077,273944,336926
700000008217,Main Street,54.29261072,-6.8448603,275269,338817
700000008218,Rathtrillick Road,54.28944122,-6.83478294,275931,338475
700000008219,Sherry's Corner,54.28570846,-6.82139107,276810,338074
700000008220,Kiltubbrid Road,54.28718806,-6.81560576,277184,338245
700000008221,Monaghan Road,54.2934431,-6.80489057,277870,338953
700000008222,Derryhaw Road,54.29639641,-6.78754124,278994,339301
700000008223,Long Nancy's,54.29311451,-6.77129667,280058,338954
700000008224,Dernalea Road,54.29766641,-6.75435752,281152,339480
700000008225,Farnaloy Road,54.29936353,-6.74387655,281831,339681
700000008226,Brootally Crossroads,54.30831852,-6.73079043,282665,340693
700000008227,Goland Road,54.31896524,-6.71134516,283909,341901
700000008228,Milford Cottages,54.32677207,-6.69459291,284983,342790
700000008229,Magheraville Road,54.32897238,-6.69037289,285253,343040
700000008230,Hill Street,54.33357683,-6.68418485,285646,343560
700000008231,Anne Street,54.33500416,-6.68078777,285864,343723
700000008232,Cregagh Gardens,54.33904423,-6.66257695,287040,344195
700000008233,Christian Brothers Primary School,54.34135097,-6.6599496,287206,344455
700000008234,Irish Street Bridge,54.34322297,-6.65862779,287288,344665
700000008235,Armagh Bus Station,54.35074008,-6.65435344,287550,345507
700000008236,Lonsdale Road,54.35100368,-6.65382191,287584,345537
700000008237,Grants Bungalow,54.34791953,-6.626487,289368,345228
700000008238,Richhill Finger Post,54.34943761,-6.61780854,289929,345408
700000008239,Lenalea Road,54.34489661,-6.58414533,292128,344946
700000008240,Westland School,54.34488472,-6.58083952,292343,344949
700000008241,Druminnis Church,54.34095568,-6.57145695,292962,344524
700000008242,Ratarnet Road,54.33867481,-6.5572061,293894,344289
700000008243,Main Street,54.34143663,-6.54330124,294792,344615
700000008244,Bessbrook Road,54.28844854,-6.49948536,297767,338777
700000008245,Willis Finger Post,54.27500702,-6.49007185,298412,337294
700000008246,Tullyallen Junction,54.2670123,-6.48374871,298843,336413
700000008247,Willis Finger Post,54.27499958,-6.49019494,298404,337293
700000008248,Bessbrook Road,54.28847433,-6.49939228,297773,338780
700000008249,Parrs Lane,54.2912054,-6.50443788,297438,339077
700000008250,Markethill High School,54.29051384,-6.52048096,296395,338978
700000008251,St James Primary School,54.31628645,-6.5326799,295541,341830
700000008252,St James Primary School,54.31665839,-6.53223638,295569,341872
700000008253,Mullabrack Church,54.32037782,-6.53001381,295705,342289
700000008254,Chapel Crossroads,54.31598784,-6.52881802,295793,341802
700000008255,Mullabrack Church,54.32056118,-6.53031465,295685,342309
700000008256,Main Street,54.34132942,-6.54335116,294789,344603
700000008257,Bawn Meadows,54.34070016,-6.54853983,294453,344526
700000008258,Ratarnet Road,54.3385412,-6.55730303,293888,344274
700000008259,Druminnis Church,54.34069967,-6.57108142,292987,344496
700000008260,Westland School,54.34478949,-6.58038147,292373,344939
700000008261,Kildarton Church,54.3448896,-6.59584803,291367,344930
700000008262,Richhill Finger Post,54.34936682,-6.6179032,289923,345400
700000008263,Grants Bungalow,54.34783836,-6.62645895,289370,345219
700000008264,Ballynahone Avenue,54.34760772,-6.6378161,288632,345179
700000008265,2-6 the Mall,54.35018761,-6.65154165,287734,345449
700000008266,Royal School,54.35159684,-6.64981907,287843,345608
700000008267,Tower Hill,54.35231992,-6.64539657,288129,345694
700000008268,Dean's Bridge,54.35390279,-6.63756171,288635,345880
700000008269,Dillon Heights,54.35634286,-6.63168198,289012,346159
700000008270,Elim Church,54.35919221,-6.62626476,289358,346483
700000008271,Portadown Road,54.36254296,-6.6136609,290170,346872
700000008272,Annaclare,54.36047683,-6.60743863,290579,346650
700000008273,Mullaghbane Crossroads,54.36583709,-6.59474882,291392,347263
700000008274,Woodview,54.36933657,-6.58975169,291709,347659
700000008275,Mullanasilla Road,54.37321728,-6.58357107,292102,348099
700000008276,Cloghan Road,54.37597708,-6.57607376,292583,348416
700000008277,Sandymount Road,54.37599501,-6.56771669,293126,348429
700000008278,Corcreevy Road,54.37703579,-6.56230941,293475,348552
700000008279,Castleview Park,54.37333805,-6.55585237,293903,348149
700000008280,Legacorry Road,54.37923416,-6.5396237,294944,348827
700000008281,Ballyleny Road,54.38021494,-6.53900402,294982,348937
700000008282,Ballyleny Hall,54.38342188,-6.53896707,294977,349294
700000008283,Stonebridge,54.3864582,-6.53893617,294972,349632
700000008284,Stonebridge,54.38567111,-6.53847802,295003.58,349545.01
700000008285,Ballyleny Hall,54.38354612,-6.53883952,294985,349308
700000008286,Ballyleny Road,54.38048886,-6.5386249,295006,348968
700000008287,Legacorry Road,54.37923565,-6.53974677,294936,348827
700000008288,Castleview Park,54.37342605,-6.55644943,293864,348158
700000008289,Corcreevy Road,54.37710195,-6.56258412,293457,348559
700000008290,Fruitfield,54.38073164,-6.55356117,294035,348975
700000008291,Fruitfield,54.38058537,-6.55335083,294049,348959
700000008292,Sandymount Road,54.37552588,-6.56982596,292990,348374
700000008293,Cloghan Road,54.37584736,-6.57573968,292605,348402
700000008294,Mullanasilla Road,54.37345302,-6.58222416,292189,348127
700000008295,Woodview,54.36905871,-6.58980737,291706,347628
700000008296,Mullaghbane Crossroads,54.36486532,-6.59616667,291302,347153
700000008297,Annaclare,54.36035074,-6.60741213,290581,346636
700000008298,Portadown Road,54.3624005,-6.61377339,290163,346856
700000008299,Elim Church,54.35827768,-6.62721823,289298,346380
700000008300,Dillon Heights,54.35618069,-6.63164122,289015,346141
700000008301,Dean's Bridge,54.35360334,-6.63809457,288601,345846
700000008304,Tullcallidy Road,54.32784973,-6.75402961,281114,342840
700000008305,Cormeen Road,54.32593708,-6.75760723,280885,342623
700000008306,Lisgally Road,54.32127397,-6.76194338,280612,342099
700000008307,Lappins Corner,54.31626959,-6.76542822,280395,341538
700000008308,Balteagh Road,54.3080739,-6.77756501,279621,340612
700000008309,Derryhaw Road,54.30779301,-6.78444083,279174,340573
700000008310,Derryhaw Orange Hall Junction,54.30318254,-6.78695776,279019,340057
700000008311,Gunn Bridge,54.28079847,-6.79816331,278332,337553
700000008312,Mullinary Road,54.27545519,-6.81017014,277560,336945
700000008313,Drumahean Road,54.27397872,-6.81259206,277405,336778
700000008314,Gormleys Road Juncton,54.27227998,-6.81617146,277175,336585
700000008315,Carrolls Crossroads,54.27240615,-6.83187118,276152,336582
700000008316,Carrolls Crossroads,54.27177565,-6.83170481,276164,336512
700000008317,Gormleys Road Junction,54.27237862,-6.81615328,277176,336596
700000008318,Drumahean Road,54.27394966,-6.81237798,277419,336775
700000008319,Mullanary Road,54.27550025,-6.81018419,277559,336950
700000008320,Gunn Bridge,54.28067017,-6.79881189,278290,337538
700000008321,Derryhaw Orange Hall,54.30315295,-6.78758846,278978,340053
700000008322,Cormeen Road Junction,54.307485,-6.7850798,279133,340538
700000008323,Balteagh Road,54.30798933,-6.77719879,279645,340603
700000008324,Lappins Corner,54.31571005,-6.76605963,280355,341475
700000008325,Lisagally Road,54.32105275,-6.76227277,280591,342074
700000008326,Cormeen Road,54.32614254,-6.75749344,280892,342646
700000008327,Tullicaddy Road,54.32767027,-6.7540504,281113,342820
700000008328,Scott's House,54.33161298,-6.74698285,281565,343267
700000008329,Scott's House,54.33150085,-6.74743206,281536,343254
700000008330,Hart's House,54.30712758,-6.68338484,285753,340617
700000008331,Lislea School,54.30343647,-6.68763505,285484,340201
700000008332,Crosskeys Orange Hall,54.29150159,-6.69805847,284830,338860
700000008333,Loughlins Corner,54.28030224,-6.70677927,284285,337603
700000008334,Ballybrolly Road Junction,54.27093196,-6.65265692,287830,336626
700000008335,Foley Primary School,54.27526089,-6.61290828,290410,337158
700000008336,Ameen Crossroads,54.27159934,-6.60469599,290953,336761
700000008337,Quinn's Crossroads,54.26160914,-6.58316434,292378,335677
700000008338,Leonard's Shop,54.25450597,-6.56976696,293267,334904
700000008339,Vallelys Crossroads,54.24765002,-6.54940041,294610,334168
700000008340,Ballylane Road,54.24081874,-6.54095816,295176,333419
700000008341,Ballylane Road,54.240763,-6.54080673,295186,333413
700000008342,Vallelys Crossroads,54.24723285,-6.54907754,294632,334122
700000008343,Boyles Corner,54.2544928,-6.5694145,293290,334903
700000008344,Quinns Crossroads,54.2612815,-6.58280725,292402,335641
700000008345,Ameen Crossroads,54.27160966,-6.60403558,290996,336763
700000008346,Foley Primary School,54.27545829,-6.6128863,290411,337180
700000008347,Ballymacnab Chapel,54.28933032,-6.63494879,288944,338696
700000008348,Ferla Crossroads,54.27298074,-6.62878092,289381,336884
700000008349,Mcbrides Mill,54.27088867,-6.65199828,287873,336622
700000008350,Tassagh Bridge,54.265098,-6.6669212,286913,335959
700000008351,St Patrick's High School,54.2528109,-6.711859,284010,334537
700000008352,New Holland,54.2452174,-6.70414928,284528,333701
700000008353,Mcardles Lane,54.23556062,-6.70678308,284376,332623
700000008354,St Patrick's High School,54.25301963,-6.71289584,283942,334559
700000008355,Clea Primary School,54.21838034,-6.71412673,283932,330702
700000008356,Flanagan's Lane,54.20720711,-6.70771489,284373,329466
700000008357,Flanagan's Lane,54.20734983,-6.70761848,284379,329482
700000008358,Clea Primary School,54.21872556,-6.71448394,283908,330740
700000008359,Mcardles Lane,54.23540257,-6.70712543,284354,332605
700000008360,New Holland,54.24511342,-6.70450537,284505,333689
700000008361,Lenagh's House,54.23676343,-6.69087138,285411,332776
700000008362,Main Street,54.22343964,-6.68016169,286137,331306
700000008363,Main Street,54.22358418,-6.68023374,286132,331322
700000008364,Lenagh's House,54.23580727,-6.69300281,285274,332667
700000008365,Post Office,54.20303667,-6.72781319,283070,328978
700000008366,Post Office,54.20320108,-6.72806866,283053,328996
700000008367,Derrynoose Junction,54.23391916,-6.75568007,281191,332383
700000008368,Derrynoose Chapel,54.23007874,-6.76927478,280312,331940
700000008369,Murrays Crossroads,54.21793482,-6.79353565,278753,330561
700000008370,Murrays Crossroads,54.21795401,-6.79365773,278745,330563
700000008371,Tullyhirm Crossroads,54.23945472,-6.80372124,278048,332945
700000008372,Tullyhirm Crossroads,54.23935897,-6.80403077,278028,332934
700000008373,Derrynoose Chapel,54.22939148,-6.77059866,280227,331862
700000008374,Grays Lane,54.23586421,-6.74312202,282006,332614
700000008375,Grays Lane,54.2355359,-6.74351542,281981,332577
700000008376,Aghavilly Road,54.29824285,-6.69253117,285176,339617
700000008377,Killyreavy Road,54.26880216,-6.6884594,285502,336345
700000008378,The Hermitage,54.28020608,-6.70702794,284269,337592
700000008379,Crosskeys Orange Hall,54.291861,-6.69806249,284829,338900
700000008380,Aghavilly Road,54.29841499,-6.69266395,285167,339636
700000008381,Atm Feeds,54.30341483,-6.68729777,285506,340199
700000008382,Hart's House,54.30720892,-6.68342833,285750,340626
700000008383,Caramoyle Estate,54.2473526,-6.68973832,285463,333956
700000008384,Caramoyle Estate,54.24724883,-6.6901098,285439,333944
700000008385,Campbells Crossroads,54.25453973,-6.7300029,282824,334708
700000008386,22-30 Riverdale Park,54.28667149,-6.74326467,281896,338269
700000008387,Madden Church,54.28650999,-6.74328494,281895,338251
700000008388,Campbells Crossroads,54.25458867,-6.73038499,282799,334713
700000008389,The Temple,54.27618856,-6.71360153,283849,337137
700000008390,Kilcreevy,54.28231848,-6.70713068,284258,337827
700000008391,Callanbridge Road,54.35309636,-6.67487113,286211,345744
700000008392,Railway Bridge,54.35605555,-6.68174382,285758,346065
700000008393,Blacksmiths Shop,54.3595567,-6.70055281,284528,346432
700000008394,Lime Kilns,54.36179987,-6.71708114,283449,346662
700000008395,Rectory Gates,54.36718982,-6.73148349,282502,347245
700000008396,Drumsallon Crossroads,54.3726251,-6.75564404,280921,347822
700000008397,Drumsallon Crossroads,54.37596334,-6.75963656,280655,348189
700000008398,Killymaddy Crossroads,54.38662094,-6.7713063,279876,349362
700000008399,Battleford Road,54.39580551,-6.77779086,279437,350377
700000008400,Tullymore Crossroads,54.40956229,-6.78782399,278759,351897
700000008403,Tullymore Crossroads,54.40964173,-6.78768303,278768,351906
700000008404,Battleford Road,54.39547736,-6.77732333,279468,350341
700000008405,Killymaddy Crossroads,54.38640585,-6.77135891,279873,349338
700000008406,Drumsallon School,54.37590237,-6.75982307,280643,348182
700000008407,Drumsallon Crossroads,54.37266668,-6.75531964,280942,347827
700000008408,Rectory Gates,54.36716449,-6.73163813,282492,347242
700000008409,Bennetts Shop,54.36534048,-6.72309406,283051,347049
700000008410,Lime Kilns,54.36188886,-6.71700145,283454,346672
700000008411,Blacksmiths Shop,54.3594313,-6.70058754,284526,346418
700000008412,Callanbridge Road,54.35284186,-6.67460247,286229,345716
700000008413,Todds Corner,54.37501915,-6.69895653,284600,348155
700000008414,Kearneys House,54.36246719,-6.68806136,285334,346771
700000008415,Allens Corner,54.37617049,-6.71755643,283389,348261
700000008416,Tullysaran Old School,54.3788163,-6.73158672,282472,348539
700000008417,Kilpatricks Corner,54.38557185,-6.7409834,281848,349280
700000008418,Chapel,54.39068356,-6.73924126,281951,349851
700000008419,Chapel,54.39067313,-6.73910303,281960,349850
700000008420,McDowells Hill,54.40723431,-6.61478722,289999,351845
700000008421,Greenhall,54.42868618,-6.64548265,287960,354194
700000008422,Lislaslay Road,54.42837623,-6.65795865,287151,354144
700000008425,Lislaslay Road,54.42805199,-6.65786077,287158.04,354108.03
700000008426,Greggs Mill,54.4021414,-6.6211647,289596,351270
700000008427,DiamondCallan Lodge,54.40391096,-6.63935402,288411,351444
700000008428,DiamondCallan Lodge,54.40376991,-6.64039047,288344,351427
700000008429,Blackwatertown Road,54.40061312,-6.69380423,284882,351010
700000008430,Mullanary Road,54.4045955,-6.69818983,284589,351448
700000008432,Main Street,54.41331929,-6.7007168,284407,352416
700000008433,Main Street,54.41325572,-6.70148897,284357,352408
700000008434,Village,54.41225587,-6.70375396,284212,352294
